Age,Nationality,Value,Wage,Preferred Foot,Weak Foot,Skill Moves,International Reputation,Real Face,Position,Likes,Dislikes,Following,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Growth,tier
30,England,6000000.0,39.0,Right,2,1,1,Yes,GK,14,1,103,11.0,17.0,16.0,33.0,12.0,17.0,15.0,18.0,35.0,17.0,58.0,56.0,35.0,71.0,43.0,48.0,68.0,35.0,63.0,14.0,35.0,22.0,16.0,50.0,41.0,61.0,13.0,13.0,12.0,77.0,75.0,64.0,75.0,81.0,0,Others
30,England,4600000.0,57.0,Right,2,3,2,Yes,MF,7,0,52,65.0,59.0,66.0,74.0,60.0,66.0,68.0,58.0,72.0,74.0,64.0,61.0,65.0,74.0,72.0,72.0,69.0,87.0,76.0,68.0,79.0,70.0,60.0,65.0,57.0,78.0,75.0,72.0,66.0,9.0,15.0,8.0,10.0,9.0,0,Others
17,England,150000.0,0.0,Right,3,2,1,No,DF,0,0,0,28.0,23.0,57.0,56.0,24.0,38.0,25.0,30.0,22.0,49.0,52.0,56.0,40.0,47.0,58.0,39.0,62.0,54.0,56.0,23.0,49.0,58.0,24.0,33.0,39.0,46.0,49.0,59.0,56.0,11.0,11.0,13.0,10.0,11.0,15,Others
30,England,6000000.0,44.0,Right,3,3,1,Yes,DF,6,1,63,74.0,46.0,74.0,71.0,33.0,64.0,43.0,34.0,69.0,69.0,59.0,62.0,62.0,77.0,60.0,64.0,65.0,69.0,71.0,59.0,74.0,79.0,64.0,66.0,40.0,72.0,78.0,77.0,78.0,8.0,7.0,7.0,10.0,11.0,0,Others
30,England,3800000.0,12.0,Right,3,3,1,Yes,ST,5,0,25,74.0,68.0,43.0,74.0,51.0,75.0,77.0,79.0,67.0,74.0,71.0,74.0,74.0,67.0,61.0,73.0,44.0,63.0,57.0,70.0,36.0,60.0,71.0,72.0,61.0,67.0,28.0,27.0,29.0,13.0,8.0,6.0,7.0,6.0,0,Others
28,Czech Republic,4100000.0,44.0,Right,4,3,1,Yes,ST,11,1,69,64.0,73.0,59.0,69.0,72.0,71.0,72.0,64.0,60.0,74.0,79.0,78.0,78.0,73.0,72.0,75.0,76.0,61.0,58.0,72.0,53.0,31.0,76.0,70.0,79.0,72.0,37.0,28.0,34.0,10.0,11.0,12.0,13.0,15.0,0,Others
17,Senegal,550000.0,0.0,Right,3,2,1,No,DF,4,0,26,58.0,31.0,51.0,49.0,34.0,66.0,47.0,35.0,40.0,53.0,73.0,79.0,75.0,61.0,68.0,50.0,65.0,67.0,68.0,28.0,65.0,60.0,48.0,40.0,44.0,44.0,57.0,61.0,59.0,9.0,5.0,11.0,5.0,14.0,18,Top 3
22,Spain,625000.0,7.0,Right,4,1,1,No,GK,4,0,10,12.0,14.0,15.0,41.0,15.0,15.0,12.0,14.0,34.0,37.0,45.0,41.0,31.0,54.0,35.0,48.0,66.0,21.0,66.0,16.0,27.0,8.0,7.0,40.0,15.0,55.0,18.0,13.0,15.0,64.0,62.0,64.0,63.0,66.0,11,Others
32,Jamaica,3600000.0,45.0,Right,3,2,1,Yes,DF,4,0,16,57.0,27.0,77.0,63.0,21.0,59.0,33.0,22.0,61.0,62.0,52.0,55.0,54.0,75.0,72.0,47.0,79.0,63.0,72.0,34.0,69.0,71.0,50.0,58.0,44.0,64.0,74.0,77.0,78.0,6.0,15.0,8.0,13.0,10.0,0,Others
30,Italy,2500000.0,29.0,Right,3,3,1,Yes,DF,7,1,41,73.0,52.0,64.0,69.0,59.0,73.0,67.0,57.0,65.0,74.0,64.0,69.0,66.0,74.0,65.0,75.0,68.0,68.0,68.0,65.0,85.0,71.0,70.0,62.0,54.0,66.0,72.0,72.0,71.0,11.0,11.0,6.0,5.0,9.0,0,Others
31,Wales,1300000.0,26.0,Left,3,2,2,Yes,DF,4,3,25,65.0,30.0,61.0,69.0,35.0,67.0,69.0,34.0,67.0,71.0,68.0,64.0,69.0,66.0,79.0,46.0,76.0,67.0,62.0,47.0,66.0,67.0,60.0,64.0,44.0,67.0,72.0,68.0,69.0,15.0,16.0,14.0,16.0,6.0,0,Others
25,England,500000.0,10.0,Right,3,2,1,Yes,DF,4,1,62,28.0,26.0,66.0,54.0,33.0,31.0,38.0,36.0,44.0,52.0,42.0,47.0,30.0,56.0,30.0,49.0,62.0,55.0,84.0,31.0,81.0,57.0,27.0,34.0,42.0,51.0,63.0,62.0,57.0,7.0,13.0,15.0,14.0,10.0,2,Others
20,Northern Ireland,275000.0,4.0,Right,2,2,1,No,ST,4,0,5,46.0,63.0,60.0,45.0,52.0,55.0,53.0,50.0,42.0,53.0,67.0,68.0,52.0,52.0,53.0,64.0,54.0,65.0,64.0,59.0,42.0,30.0,59.0,50.0,58.0,46.0,21.0,40.0,37.0,11.0,12.0,11.0,6.0,12.0,12,Others
18,England,625000.0,5.0,Right,3,3,1,No,ST,3,1,10,60.0,59.0,63.0,56.0,55.0,62.0,50.0,44.0,35.0,60.0,76.0,74.0,69.0,58.0,67.0,59.0,58.0,51.0,66.0,54.0,60.0,32.0,60.0,54.0,59.0,62.0,25.0,34.0,29.0,13.0,8.0,6.0,10.0,15.0,14,Others
22,England,675000.0,13.0,Right,2,2,1,No,MF,1,1,6,40.0,52.0,65.0,64.0,41.0,59.0,42.0,37.0,64.0,65.0,58.0,58.0,54.0,66.0,58.0,54.0,66.0,77.0,71.0,56.0,69.0,66.0,57.0,61.0,42.0,54.0,65.0,66.0,64.0,13.0,12.0,9.0,8.0,10.0,9,Others
20,England,130000.0,7.0,Right,3,2,1,Yes,DF,5,0,16,23.0,21.0,56.0,40.0,17.0,30.0,19.0,31.0,39.0,40.0,51.0,60.0,48.0,43.0,54.0,27.0,67.0,64.0,72.0,20.0,60.0,52.0,19.0,20.0,20.0,49.0,55.0,56.0,55.0,6.0,5.0,10.0,11.0,14.0,10,Others
25,England,725000.0,12.0,Left,3,3,1,Yes,DF,8,1,64,71.0,47.0,54.0,61.0,42.0,69.0,67.0,47.0,57.0,69.0,69.0,66.0,70.0,60.0,67.0,48.0,60.0,55.0,68.0,51.0,55.0,62.0,47.0,57.0,52.0,57.0,66.0,67.0,61.0,12.0,12.0,12.0,7.0,9.0,4,Others
30,Netherlands,5500000.0,17.0,Right,3,3,2,Yes,DF,6,2,76,77.0,60.0,72.0,75.0,67.0,76.0,64.0,56.0,69.0,75.0,66.0,67.0,66.0,74.0,63.0,76.0,69.0,74.0,69.0,66.0,79.0,75.0,66.0,70.0,62.0,66.0,73.0,74.0,73.0,15.0,10.0,7.0,11.0,7.0,0,Others
32,Scotland,5000000.0,46.0,Right,3,3,1,Yes,MF,4,3,25,66.0,68.0,66.0,78.0,57.0,71.0,58.0,61.0,74.0,77.0,61.0,55.0,69.0,80.0,75.0,65.0,68.0,81.0,66.0,61.0,88.0,75.0,75.0,72.0,64.0,80.0,75.0,76.0,72.0,9.0,9.0,9.0,9.0,9.0,0,Others
36,England,1000000.0,30.0,Right,4,2,3,Yes,DF,26,6,94,42.0,46.0,83.0,67.0,55.0,45.0,44.0,31.0,65.0,59.0,33.0,34.0,42.0,73.0,46.0,61.0,80.0,50.0,83.0,33.0,73.0,74.0,38.0,59.0,52.0,82.0,,73.0,76.0,14.0,5.0,6.0,15.0,8.0,0,Others
18,England,170000.0,3.0,Right,4,2,1,No,DF,0,2,2,56.0,32.0,51.0,49.0,41.0,49.0,38.0,36.0,34.0,49.0,61.0,58.0,58.0,52.0,65.0,46.0,61.0,58.0,54.0,43.0,58.0,53.0,49.0,40.0,38.0,43.0,53.0,59.0,61.0,10.0,10.0,7.0,13.0,7.0,14,Top 3
18,England,250000.0,3.0,Right,3,2,1,No,DF,3,0,10,36.0,21.0,59.0,50.0,30.0,32.0,33.0,28.0,30.0,43.0,60.0,59.0,48.0,48.0,64.0,42.0,63.0,61.0,64.0,23.0,57.0,58.0,30.0,39.0,47.0,49.0,54.0,60.0,55.0,6.0,10.0,9.0,8.0,6.0,20,Others
22,England,675000.0,13.0,Right,3,3,1,No,DF,8,0,54,65.0,,66.0,66.0,32.0,61.0,59.0,49.0,63.0,65.0,61.0,59.0,68.0,62.0,,59.0,,68.0,,59.0,70.0,64.0,49.0,59.0,50.0,65.0,63.0,66.0,65.0,5.0,9.0,15.0,7.0,14.0,6,Others
20,England,80000.0,5.0,Right,3,2,1,No,MF,0,0,0,43.0,28.0,51.0,60.0,40.0,53.0,35.0,37.0,55.0,53.0,64.0,58.0,56.0,54.0,68.0,57.0,60.0,53.0,48.0,33.0,57.0,38.0,55.0,49.0,46.0,46.0,44.0,41.0,52.0,10.0,12.0,11.0,14.0,11.0,14,Others
19,England,975000.0,10.0,Right,3,3,1,Yes,ST,2,1,32,49.0,62.0,51.0,60.0,48.0,65.0,53.0,42.0,38.0,65.0,75.0,78.0,77.0,62.0,73.0,59.0,66.0,62.0,64.0,59.0,66.0,30.0,66.0,59.0,64.0,61.0,,34.0,29.0,9.0,7.0,10.0,13.0,11.0,14,ManUtd
21,England,525000.0,9.0,Left,3,2,1,No,MF,1,0,5,53.0,56.0,49.0,65.0,44.0,62.0,63.0,55.0,61.0,64.0,60.0,54.0,66.0,58.0,67.0,65.0,60.0,67.0,63.0,65.0,64.0,57.0,58.0,59.0,52.0,57.0,58.0,62.0,57.0,12.0,15.0,9.0,10.0,7.0,11,Others
26,Poland,725000.0,13.0,Left,2,2,1,Yes,DF,7,0,24,48.0,40.0,67.0,59.0,41.0,53.0,40.0,54.0,54.0,59.0,53.0,62.0,60.0,59.0,54.0,57.0,76.0,69.0,81.0,48.0,64.0,63.0,43.0,39.0,36.0,58.0,62.0,66.0,66.0,8.0,6.0,16.0,8.0,14.0,4,Others
26,England,475000.0,9.0,Left,3,1,1,Yes,GK,4,0,16,11.0,10.0,11.0,30.0,12.0,12.0,17.0,18.0,34.0,20.0,40.0,49.0,35.0,61.0,51.0,45.0,58.0,36.0,60.0,10.0,20.0,21.0,13.0,43.0,16.0,49.0,9.0,16.0,17.0,67.0,62.0,60.0,63.0,67.0,2,Others
36,France,775000.0,50.0,Left,2,3,3,Yes,DF,24,3,105,76.0,33.0,73.0,75.0,53.0,74.0,76.0,51.0,69.0,74.0,68.0,63.0,72.0,75.0,81.0,71.0,73.0,62.0,66.0,63.0,83.0,78.0,68.0,62.0,57.0,79.0,,76.0,77.0,3.0,5.0,5.0,5.0,3.0,0,Others
19,England,500000.0,6.0,Right,4,2,1,No,DF,2,1,13,58.0,37.0,54.0,49.0,28.0,59.0,49.0,37.0,33.0,54.0,70.0,67.0,55.0,54.0,44.0,34.0,59.0,68.0,54.0,29.0,63.0,59.0,46.0,44.0,50.0,47.0,59.0,61.0,63.0,11.0,9.0,11.0,6.0,9.0,18,Others
23,England,625000.0,4.0,Right,4,3,1,Yes,MF,10,2,49,54.0,63.0,52.0,60.0,55.0,68.0,48.0,39.0,44.0,65.0,79.0,77.0,71.0,61.0,72.0,63.0,59.0,64.0,67.0,56.0,58.0,43.0,63.0,47.0,63.0,59.0,39.0,34.0,32.0,14.0,8.0,7.0,14.0,10.0,6,Others
30,England,3700000.0,12.0,Right,3,3,1,Yes,MF,8,0,40,68.0,66.0,65.0,76.0,64.0,65.0,63.0,57.0,74.0,74.0,54.0,50.0,62.0,74.0,67.0,71.0,67.0,70.0,65.0,73.0,73.0,73.0,70.0,73.0,61.0,76.0,70.0,70.0,68.0,6.0,15.0,14.0,15.0,6.0,0,Others
35,Switzerland,170000.0,9.0,Right,2,1,1,Yes,GK,3,1,18,11.0,12.0,12.0,39.0,15.0,11.0,11.0,14.0,34.0,22.0,29.0,31.0,37.0,59.0,45.0,48.0,66.0,31.0,60.0,11.0,45.0,24.0,11.0,52.0,22.0,62.0,14.0,12.0,11.0,66.0,66.0,64.0,66.0,65.0,0,Others
31,England,5500000.0,44.0,Right,3,2,2,Yes,DF,4,0,46,45.0,29.0,78.0,70.0,28.0,50.0,33.0,31.0,60.0,57.0,37.0,37.0,42.0,77.0,48.0,40.0,76.0,55.0,80.0,29.0,81.0,77.0,38.0,54.0,43.0,74.0,78.0,78.0,79.0,11.0,8.0,6.0,9.0,14.0,0,Others
30,England,675000.0,8.0,Right,3,2,2,Yes,DF,13,1,82,65.0,40.0,64.0,61.0,43.0,59.0,45.0,32.0,56.0,60.0,64.0,68.0,53.0,50.0,65.0,60.0,77.0,32.0,87.0,39.0,80.0,63.0,52.0,51.0,53.0,61.0,,68.0,68.0,7.0,16.0,15.0,16.0,8.0,0,Others
33,England,1900000.0,36.0,Right,3,2,2,Yes,DF,2,1,32,30.0,40.0,79.0,59.0,29.0,38.0,30.0,29.0,58.0,59.0,31.0,32.0,40.0,75.0,51.0,52.0,66.0,34.0,76.0,32.0,72.0,75.0,36.0,48.0,30.0,70.0,77.0,76.0,75.0,6.0,10.0,15.0,7.0,9.0,0,Others
18,England,475000.0,4.0,Right,3,2,1,No,DF,2,0,10,33.0,40.0,65.0,57.0,31.0,48.0,38.0,29.0,55.0,46.0,65.0,67.0,56.0,50.0,51.0,50.0,71.0,56.0,68.0,25.0,54.0,57.0,50.0,40.0,45.0,55.0,58.0,62.0,58.0,8.0,8.0,7.0,14.0,13.0,16,ManUtd
19,France,400000.0,4.0,Right,2,2,1,No,DF,1,0,4,55.0,32.0,55.0,42.0,30.0,63.0,39.0,30.0,35.0,50.0,75.0,71.0,67.0,57.0,70.0,36.0,63.0,55.0,54.0,28.0,57.0,58.0,50.0,38.0,25.0,42.0,58.0,58.0,61.0,13.0,12.0,13.0,7.0,8.0,15,Others
19,England,190000.0,3.0,Right,3,2,1,No,MF,0,0,1,46.0,40.0,41.0,60.0,41.0,59.0,62.0,60.0,56.0,59.0,69.0,65.0,66.0,53.0,77.0,56.0,58.0,61.0,34.0,53.0,68.0,48.0,52.0,56.0,55.0,58.0,45.0,52.0,50.0,7.0,7.0,12.0,6.0,14.0,20,Others
18,England,325000.0,5.0,Right,4,3,1,No,ST,1,0,12,42.0,62.0,48.0,52.0,54.0,59.0,61.0,39.0,44.0,53.0,74.0,78.0,52.0,54.0,72.0,63.0,56.0,56.0,54.0,55.0,39.0,20.0,56.0,61.0,64.0,51.0,17.0,22.0,20.0,11.0,14.0,10.0,11.0,10.0,16,Others
21,England,275000.0,6.0,Right,3,3,1,No,ST,0,0,2,37.0,61.0,59.0,50.0,44.0,58.0,44.0,34.0,37.0,56.0,72.0,63.0,58.0,60.0,65.0,58.0,63.0,59.0,74.0,56.0,33.0,20.0,58.0,57.0,61.0,50.0,16.0,16.0,14.0,10.0,10.0,10.0,8.0,11.0,11,Others
22,England,300000.0,7.0,Left,3,3,1,No,ST,1,2,5,36.0,62.0,59.0,53.0,49.0,59.0,50.0,43.0,44.0,57.0,65.0,62.0,57.0,57.0,65.0,58.0,63.0,61.0,63.0,55.0,40.0,15.0,55.0,55.0,61.0,49.0,21.0,18.0,24.0,13.0,9.0,9.0,11.0,11.0,7,Others
29,England,550000.0,13.0,Right,3,1,1,Yes,GK,9,0,11,11.0,15.0,28.0,53.0,12.0,12.0,19.0,15.0,45.0,36.0,34.0,36.0,36.0,58.0,44.0,53.0,56.0,29.0,55.0,12.0,39.0,11.0,13.0,40.0,24.0,52.0,10.0,18.0,14.0,68.0,66.0,70.0,67.0,67.0,0,Others
27,England,400000.0,12.0,Right,2,1,1,No,GK,2,2,24,11.0,13.0,13.0,33.0,14.0,11.0,14.0,13.0,45.0,19.0,54.0,42.0,56.0,61.0,55.0,46.0,71.0,38.0,64.0,15.0,37.0,23.0,13.0,43.0,17.0,67.0,14.0,14.0,17.0,65.0,61.0,61.0,62.0,64.0,3,Others
30,England,5500000.0,42.0,Right,3,2,2,Yes,DF,6,0,30,66.0,38.0,78.0,68.0,39.0,58.0,60.0,35.0,64.0,67.0,49.0,51.0,53.0,76.0,49.0,61.0,70.0,54.0,77.0,38.0,71.0,73.0,42.0,39.0,58.0,72.0,77.0,78.0,76.0,7.0,11.0,8.0,7.0,8.0,0,Others
35,Netherlands,1500000.0,30.0,Right,3,1,2,No,GK,9,1,51,13.0,14.0,17.0,39.0,12.0,18.0,12.0,14.0,35.0,35.0,53.0,54.0,63.0,71.0,53.0,53.0,72.0,36.0,65.0,19.0,23.0,28.0,10.0,32.0,41.0,63.0,22.0,11.0,14.0,74.0,72.0,70.0,73.0,75.0,0,Others
33,Spain,5000000.0,70.0,Right,4,3,3,Yes,MF,7,3,26,77.0,68.0,62.0,83.0,75.0,73.0,79.0,79.0,83.0,81.0,46.0,44.0,62.0,72.0,75.0,77.0,65.0,65.0,63.0,72.0,75.0,75.0,70.0,79.0,85.0,,,70.0,65.0,15.0,14.0,14.0,11.0,12.0,0,Others
36,Czech Republic,2400000.0,60.0,Left,2,1,4,Yes,GK,43,4,154,19.0,12.0,19.0,35.0,17.0,12.0,13.0,19.0,33.0,22.0,35.0,38.0,46.0,75.0,34.0,21.0,50.0,32.0,63.0,11.0,17.0,23.0,13.0,53.0,23.0,63.0,,13.0,12.0,77.0,82.0,68.0,83.0,79.0,0,Others
18,Spain,200000.0,4.0,Right,3,2,1,No,MF,0,0,2,46.0,39.0,40.0,62.0,36.0,52.0,41.0,45.0,61.0,57.0,66.0,68.0,63.0,50.0,68.0,55.0,55.0,55.0,54.0,45.0,55.0,52.0,45.0,59.0,49.0,60.0,51.0,54.0,53.0,9.0,10.0,9.0,7.0,13.0,19,Top 3
19,England,275000.0,6.0,Left,3,3,1,No,MF,0,0,2,55.0,50.0,43.0,57.0,49.0,60.0,66.0,63.0,51.0,57.0,74.0,72.0,71.0,52.0,68.0,60.0,47.0,50.0,50.0,56.0,42.0,24.0,50.0,57.0,52.0,56.0,18.0,36.0,35.0,8.0,9.0,11.0,13.0,12.0,14,Others
23,England,190000.0,5.0,Right,3,2,1,Yes,DF,4,1,18,61.0,32.0,54.0,54.0,36.0,58.0,50.0,40.0,45.0,56.0,67.0,62.0,65.0,53.0,69.0,37.0,63.0,52.0,62.0,35.0,75.0,58.0,56.0,45.0,47.0,49.0,53.0,62.0,61.0,7.0,15.0,8.0,9.0,14.0,7,Others
34,Argentina,2000000.0,53.0,Right,3,3,3,Yes,DF,13,7,94,74.0,49.0,74.0,72.0,50.0,71.0,68.0,66.0,64.0,74.0,52.0,47.0,61.0,79.0,64.0,66.0,76.0,60.0,69.0,57.0,85.0,80.0,67.0,66.0,64.0,76.0,79.0,79.0,77.0,10.0,14.0,15.0,7.0,5.0,0,Others
30,England,525000.0,8.0,Right,3,1,1,No,GK,1,0,2,14.0,13.0,20.0,24.0,14.0,14.0,14.0,12.0,11.0,34.0,50.0,48.0,58.0,64.0,39.0,53.0,46.0,36.0,60.0,19.0,34.0,23.0,13.0,31.0,11.0,42.0,15.0,13.0,18.0,66.0,68.0,71.0,64.0,67.0,0,Others
39,Wales,1000.0,60.0,Left,2,3,3,Yes,MF,10,2,9,90.0,70.0,60.0,85.0,75.0,77.0,87.0,78.0,81.0,79.0,59.0,60.0,72.0,76.0,70.0,71.0,59.0,48.0,61.0,71.0,60.0,47.0,78.0,83.0,90.0,,,43.0,51.0,10.0,5.0,7.0,5.0,5.0,0,ManUtd
18,Scotland,240000.0,2.0,Right,3,2,1,No,DF,0,0,0,54.0,29.0,50.0,45.0,29.0,52.0,45.0,36.0,40.0,50.0,67.0,68.0,55.0,61.0,58.0,40.0,62.0,64.0,58.0,30.0,55.0,55.0,47.0,40.0,39.0,48.0,51.0,54.0,53.0,6.0,11.0,7.0,14.0,13.0,16,Others
21,England,240000.0,6.0,Right,3,2,1,Yes,MF,3,2,46,41.0,44.0,49.0,64.0,33.0,56.0,48.0,46.0,64.0,63.0,,,68.0,53.0,63.0,56.0,61.0,57.0,63.0,51.0,45.0,53.0,42.0,61.0,47.0,48.0,40.0,47.0,46.0,8.0,10.0,11.0,5.0,5.0,13,Others
31,Israel,2000000.0,28.0,Right,3,3,1,Yes,MF,5,2,18,65.0,54.0,64.0,73.0,53.0,72.0,58.0,57.0,72.0,72.0,65.0,64.0,71.0,69.0,72.0,72.0,89.0,68.0,64.0,67.0,83.0,66.0,62.0,72.0,58.0,74.0,68.0,72.0,68.0,10.0,8.0,11.0,14.0,6.0,0,Others
33,Colombia,1500000.0,43.0,Right,3,3,2,Yes,MF,8,4,45,60.0,48.0,70.0,73.0,43.0,63.0,52.0,58.0,70.0,72.0,62.0,54.0,62.0,64.0,40.0,72.0,73.0,52.0,76.0,68.0,78.0,75.0,54.0,65.0,62.0,73.0,69.0,75.0,73.0,11.0,6.0,7.0,13.0,7.0,0,Others
31,Netherlands,4100000.0,39.0,Left,3,3,2,Yes,DF,1,0,22,72.0,32.0,73.0,73.0,34.0,70.0,70.0,56.0,64.0,71.0,64.0,67.0,62.0,72.0,62.0,51.0,74.0,73.0,77.0,36.0,84.0,73.0,64.0,65.0,59.0,66.0,74.0,74.0,73.0,16.0,15.0,8.0,12.0,10.0,0,Others
27,Wales,675000.0,11.0,Right,3,3,1,Yes,DF,5,1,15,71.0,58.0,57.0,65.0,49.0,64.0,45.0,36.0,59.0,65.0,68.0,69.0,72.0,59.0,62.0,58.0,77.0,74.0,63.0,56.0,62.0,56.0,53.0,57.0,30.0,65.0,66.0,67.0,66.0,15.0,14.0,11.0,11.0,14.0,0,Others
34,England,275000.0,8.0,Right,2,1,1,No,GK,3,2,5,18.0,15.0,18.0,33.0,14.0,16.0,13.0,19.0,27.0,30.0,42.0,36.0,59.0,66.0,40.0,50.0,60.0,38.0,70.0,14.0,28.0,15.0,13.0,44.0,15.0,60.0,15.0,12.0,12.0,66.0,62.0,66.0,66.0,65.0,0,Others
39,Netherlands,0.0,0.0,Right,3,1,3,Yes,GK,4,2,11,14.0,,12.0,27.0,12.0,13.0,12.0,11.0,27.0,22.0,50.0,41.0,57.0,68.0,51.0,29.0,60.0,46.0,68.0,11.0,57.0,31.0,23.0,40.0,24.0,,,10.0,11.0,82.0,87.0,85.0,93.0,75.0,4,ManUtd
19,England,425000.0,4.0,Right,3,2,1,No,MF,3,0,11,44.0,41.0,59.0,65.0,51.0,62.0,56.0,50.0,62.0,58.0,67.0,,55.0,66.0,,69.0,55.0,,55.0,48.0,67.0,52.0,56.0,50.0,51.0,58.0,55.0,59.0,62.0,12.0,11.0,14.0,8.0,14.0,17,Others
18,England,300000.0,3.0,Right,4,2,1,No,DF,5,0,41,33.0,29.0,58.0,44.0,35.0,36.0,34.0,30.0,46.0,41.0,53.0,55.0,43.0,47.0,53.0,51.0,66.0,54.0,67.0,36.0,55.0,59.0,28.0,35.0,35.0,50.0,54.0,64.0,65.0,9.0,5.0,8.0,13.0,14.0,18,Top 3
19,England,140000.0,3.0,Right,1,1,1,No,GK,1,0,4,13.0,6.0,11.0,27.0,9.0,13.0,12.0,12.0,19.0,10.0,34.0,32.0,31.0,42.0,50.0,41.0,56.0,25.0,55.0,7.0,30.0,12.0,6.0,20.0,15.0,37.0,12.0,12.0,10.0,57.0,56.0,55.0,55.0,56.0,15,Others
19,Sweden,275000.0,4.0,Left,3,3,1,No,MF,0,0,1,57.0,46.0,47.0,61.0,41.0,57.0,54.0,45.0,60.0,53.0,71.0,63.0,68.0,53.0,68.0,57.0,47.0,48.0,53.0,50.0,50.0,46.0,57.0,55.0,50.0,52.0,48.0,50.0,49.0,8.0,13.0,6.0,10.0,11.0,15,Others
17,Portugal,400000.0,1.0,Right,3,2,1,No,MF,3,0,11,53.0,54.0,52.0,58.0,53.0,63.0,59.0,56.0,55.0,61.0,72.0,68.0,74.0,55.0,72.0,50.0,49.0,53.0,45.0,46.0,44.0,33.0,57.0,56.0,60.0,57.0,45.0,54.0,50.0,10.0,10.0,5.0,7.0,6.0,18,Others
29,Curacao,750000.0,25.0,Right,3,2,1,Yes,DF,3,1,26,74.0,45.0,64.0,68.0,44.0,62.0,65.0,45.0,60.0,66.0,61.0,64.0,65.0,67.0,59.0,61.0,87.0,67.0,71.0,60.0,71.0,69.0,58.0,59.0,51.0,65.0,67.0,68.0,68.0,13.0,14.0,14.0,14.0,12.0,0,Others
19,England,160000.0,4.0,Left,3,2,1,No,DF,0,0,2,35.0,25.0,52.0,46.0,25.0,40.0,30.0,24.0,42.0,51.0,56.0,65.0,47.0,47.0,52.0,34.0,67.0,48.0,71.0,23.0,45.0,55.0,32.0,33.0,30.0,39.0,51.0,56.0,56.0,8.0,14.0,8.0,7.0,14.0,17,Others
19,England,450000.0,6.0,Right,3,2,1,No,MF,0,0,5,57.0,55.0,51.0,59.0,49.0,59.0,58.0,58.0,56.0,65.0,70.0,64.0,68.0,58.0,69.0,58.0,58.0,63.0,60.0,55.0,58.0,51.0,58.0,60.0,52.0,57.0,57.0,50.0,48.0,6.0,7.0,14.0,11.0,7.0,15,Others
21,Croatia,120000.0,5.0,Left,3,2,1,No,DF,2,0,2,27.0,21.0,54.0,41.0,32.0,29.0,35.0,30.0,28.0,37.0,46.0,47.0,39.0,50.0,54.0,43.0,73.0,36.0,68.0,26.0,51.0,49.0,27.0,28.0,38.0,43.0,52.0,57.0,56.0,14.0,12.0,15.0,14.0,10.0,13,Others
29,Republic of Ireland,2000000.0,29.0,Right,2,2,1,Yes,DF,2,2,22,38.0,29.0,74.0,60.0,26.0,53.0,38.0,32.0,55.0,58.0,56.0,50.0,55.0,66.0,50.0,56.0,79.0,65.0,77.0,27.0,75.0,70.0,48.0,50.0,32.0,66.0,71.0,72.0,71.0,8.0,14.0,7.0,8.0,7.0,0,Others
32,England,4300000.0,49.0,Left,4,3,1,Yes,MF,5,0,23,68.0,63.0,59.0,79.0,55.0,64.0,61.0,68.0,78.0,76.0,54.0,50.0,59.0,74.0,68.0,68.0,70.0,64.0,63.0,67.0,68.0,69.0,66.0,76.0,67.0,76.0,66.0,68.0,61.0,16.0,14.0,7.0,16.0,8.0,0,Others
31,England,575000.0,21.0,Right,3,1,1,Yes,GK,1,0,3,13.0,12.0,19.0,46.0,11.0,23.0,12.0,15.0,33.0,33.0,55.0,52.0,50.0,64.0,45.0,49.0,58.0,35.0,40.0,13.0,12.0,24.0,12.0,41.0,11.0,61.0,7.0,17.0,11.0,70.0,67.0,65.0,65.0,68.0,0,Others
32,Germany,8500000.0,110.0,Right,3,2,3,Yes,DF,22,6,59,38.0,36.0,83.0,65.0,30.0,39.0,39.0,45.0,56.0,64.0,25.0,26.0,25.0,84.0,28.0,71.0,29.0,52.0,81.0,25.0,68.0,86.0,43.0,58.0,42.0,87.0,,85.0,80.0,12.0,13.0,5.0,12.0,8.0,0,Others
18,Republic of Ireland,170000.0,2.0,Left,2,2,1,No,DF,0,0,2,56.0,27.0,40.0,50.0,20.0,54.0,41.0,28.0,41.0,49.0,70.0,71.0,68.0,60.0,68.0,42.0,57.0,64.0,48.0,26.0,71.0,42.0,34.0,39.0,30.0,50.0,60.0,55.0,53.0,9.0,9.0,6.0,13.0,11.0,14,Others
17,England,210000.0,2.0,Right,3,2,1,No,ST,8,1,5,42.0,58.0,55.0,52.0,50.0,52.0,43.0,41.0,34.0,59.0,65.0,68.0,59.0,54.0,58.0,55.0,62.0,59.0,57.0,52.0,30.0,18.0,53.0,50.0,64.0,49.0,17.0,22.0,16.0,10.0,13.0,11.0,11.0,7.0,17,Others
